;Basisthema;Type;Definitie;Eenheid;Ratio;Teller;Noemer;Bron;Laatste jaar beschikbaar;Aanlevering volgende update;Title;Download URL;Vraagstelling survey
115;Economie;Geregistreerde statistiek;Evolutie van de tewerkstelling (uitgedrukt in termen van jobs van werknemers en zelfstandigen) tussen jaar x en jaar x-1 in verhouding tot de tewerkstelling in jaar x-1 (jaargemiddelde).;jobs;procent;Aantal jobs in jaar x - aantal jobs in jaar x-1;Aantal jobs in jaar x-1;Steunpunt Werk, Departement Werk en Sociale Economie;2019;oktober 2023;Netto-jobcreatie;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_EC_19.xlsx;
116;Economie;Geregistreerde statistiek;Aandeel zelfstandigen en helpers (van 15 tot en met 64 jaar) ten opzichte van het aantal inwoners van 15 tot en met 64 jaar.;persoon;procent;Aantal zelfstandigen en helpers van 15 tot en met 64 jaar;Aantal inwoners van van 15 tot en met 64 jaar;Steunpunt Werk, Departement Werk en Sociale Economie;2018;onregelmatig;Ondernemersgraad;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_EC_12.xlsx;
117;Economie;Geregistreerde statistiek;De oprichtingsratio geeft de verhouding weer tussen het aantal oprichtingen in een bepaald jaar tegenover het aantal ondernemingen in dat jaar.;onderneming;per 100 ondernemingen;Aantal oprichtingen;Aantal btw-plichtige ondernemingen;Statbel;2021;november 2023;Oprichtingsratio ondernemingen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_EC_07.xlsx;
118;Economie;Geregistreerde statistiek;De stopzettingsratio geeft de verhouding weer tussen het aantal stopzettingen in een bepaald  jaar tegenover het aantal ondernemingen in dat jaar.;onderneming;per 100 ondernemingen;Aantal stopzettingen;Aantal btw-plichtige ondernemingen;Statbel;2021;november 2023;Stopzettingsratio ondernemingen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_EC_08.xlsx;
119;Economie;Geregistreerde statistiek;Aantal werknemers in kennisintensieve en creatieve sectoren ten aanzien van het totale aantal werknemers. De werknemers uit kennisintensieve en creatieve sectoren worden bepaald op basis van de OESO- en EUROSTAT definitie voor het luik ‘Kennis’ en op basis van een rapport van the European Cluster Observatory voor het luik ‘Creativiteit’. Het gaat meer bepaald om de volgende NACE rev.2: 18, 20, 21, 26-30, 58-63, 71-74, 90 en 91.;werknemer;procent;Aantal werknemers in kennisintensieve en creatieve sectoren;Aantal werknemers;Rijksdienst voor Sociale Zekerheid;2020;augustus 2023;Tewerkstelling in kennis en creativiteit;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_EC_21.xlsx;
120;Economie;Geregistreerde statistiek;Aantal doelgroepwerknemers die in minstens 1 van de 4 kwartalen van het jaar tewerkgesteld zijn in de verschillende werkvormen van de sociale economie (collectieve maatwerkbedrijven en -afdelingen (voorheen beschutte werkplaatsen, sociale werkplaatsen, invoegbedrijven), arbeidszorg en initiatieven in het kader van de lokale diensteneconomie), per 1.000 inwoners van 18 tot en met 64 jaar, op 1 januari van het jaar.;werknemer;per 1.000 inwoners;Aantal doelgroepwerknemers;Aantal inwoners van 18 tot en met 64 jaar;Departement Werk en Sociale Economie;2020;januari 2024;Tewerkstelling in sociale economie;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_EC_20.xlsx;
121;Economie;Geregistreerde statistiek;De turbulentieratio relateert de som van het aantal oprichtingen en het aantal stopzettingen in een bepaald jaar tegenover het aantal ondernemingen in dat jaar.;onderneming;per 100 ondernemingen;Aantal oprichtingen + aantal stopzettingen;Aantal btw-plichtige ondernemingen;Statbel;2021;november 2023;Turbulentieratio ondernemingen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_EC_09.xlsx;
122;Economie;Geregistreerde statistiek;Aantal personen die in een bepaalde gemeente wonen maar elders werken, als percentage van het totaal aantal bezoldigden wonend in de gemeente. Aangezien bij zelfstandigen de werkplaats wordt gelijkgesteld met de woonplaats worden voor de pendelstatistieken enkel de loontrekkenden weerhouden.;persoon;procent;Aantal bezoldigden wonend in de gemeente, werkend buiten de gemeente;Totaal aantal bezoldigden wonend in een gemeente;Steunpunt Werk - Vlaamse Arbeidsrekening o.b.v. RSZ, RSVZ, RSZPPO, RIZIV, RVA, BISA;2019;september 2023;Uitgaande pendel;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_EC_14.xlsx;
123;Economie;Geregistreerde statistiek;"Verdeling van het aantal vestigingen met personeel naar de grootte van die vestiging in volgende klassen:
(1) micro: van 1 tot en met 9 werknemers;
(2) klein: van 10 tot en met 49 werknemers;
(3) middelgroot: van 50 tot en met 199 werknemers;
(4) groot: vanaf 200 werknemers.";vestiging;procent;Aantal vestigingen volgens aantal werknemers;Aantal vestigingen met personeel;Rijksdienst voor Sociale Zekerheid;2018;november 2023;Vestigingen, naar grootteorde;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_EC_04.xlsx;
124;Economie;Geregistreerde statistiek;Verdeling van het aantal vestigingen met personeel naar sector: primair, secundair, tertiair en quartair.;vestiging;procent;Aantal vestigingen naar sector;Aantal vestigingen met personeel;Rijksdienst voor Sociale Zekerheid;2020;november 2023;Vestigingen, naar sector;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_EC_05.xlsx;
125;Klimaat, milieu en natuur;Burgerbevraging;Aandeel van de inwoners dat behoort tot een huishouden met betalingsmoeilijkheden dat het afgelopen jaar elektriciteit, water, gas of stookolie niet (op tijd) kon betalen.;persoon;procent;In de teller werden diegenen opgenomen die antwoordden met 'Ja, het is al eens voorgekomen dat de rekening niet (op tijd) kon betaald worden'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten die voor alle items in de categorie 'Weet niet/niet van toepassing' zitten. Indien dit om een omvangrijke categorie gaat, wordt hun percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Betalingsmoeilijkheden energie en water;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_S_06.xlsx;Is het gedurende het afgelopen jaar voorgekomen dat jij of een andere persoon van het gezin één of meer rekeningen niet (op tijd) kon betalen om financiële redenen (dus niet vergeten)? Rekening van elektriciteit / water / gas / stookolie. Antwoordmogelijkheden: 'Neen, dat is het afgelopen jaar niet voorgekomen', 'Ja, het is al eens voorgekomen dat de rekening niet (op tijd) kon betaald worden', 'Weet niet/niet van toepassing'
126;Klimaat, milieu en natuur;Burgerbevraging;Aandeel van de inwoners dat het afgelopen jaar minstens één keer een bos, park of groenzone bezocht in de eigen gemeente/stad of in een andere gemeente/stad.;persoon;procent;De tellers werden berekend op basis van 3 antwoordcategorieën: 'Nooit', 'Tot 12 keer (in 2020 samenvoeging van '1 tot 6 keer' en '7 tot 12 keer')', 'Meer dan 12 keer'. Daarnaast wordt ook de categorie 'Niet aanwezig in mijn gemeente/stad' in beeld gebracht.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Bezoek bos, park, groenzone in eigen of andere gemeente;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_S_01.xlsx;"Hoeveel keer bezocht je het afgelopen jaar in jouw gemeente/stad ... een park, bos of groenzone? Antwoordmogelijkheden: 'Niet aanwezig in mijn gemeente/stad', 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'. 
Hoeveel keer deed je het afgelopen jaar één van de volgende activiteiten in een andere stad of gemeente? Noteer enkel de gemeente waar je het meest bent geweest. Wandelen in een bos, park of groenzone, of in het groen. Antwoordmogelijkheden: 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'. 'In welke andere stad of gemeente deed je dit meestal?'"
127;Samenleven;Burgerbevraging;Aandeel van de inwoners dat de afgelopen maand hinder heeft ondervonden van zwerfvuil, dieren of hondenpoep.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Nooit/Zelden', 'Af en toe' en 'Vaak/Altijd'. Indicator zijn diegenen die 'Vaak/Altijd' antwoordden.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Buurtproblemen: milieuhinder;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_SA_S_23.xlsx;Hoe vaak heb je de afgelopen maand hinder ondervonden van volgende problemen in je buurt? Zwerfvuil (blikjes, papier, ...). Hinder van dieren (ratten, duiven, meeuwen, ...). Hondenpoep. Antwoordmogelijkheden: 'Nooit', 'Zelden', 'Af en toe', 'Vaak', 'Altijd'
128;Klimaat, milieu en natuur;Geregistreerde statistiek;CO2-emissies die ontstaan door het brandstofverbruik voor verwarming bij huishoudens, uitgedrukt in ton per huishouden.;ton;per huishouden;Hoeveelheid CO2-emissie door brandstofverbruik voor verwarming bij huishoudens;Aantal huishoudens;Vlaamse Milieumaatschappij;2021;april 2024;CO2-emissies door verwarming huishoudens;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_10.xlsx;
129;Klimaat, milieu en natuur;Geregistreerde statistiek;Deze meting geeft een beeld van de CO2-uitstoot op het grondgebied van de gemeente, met opdeling per sector (huishoudens, tertiaire sector, industrie, openbare verlichting, transport en landbouw).;ton;procent;Aantal CO2-emissies per sector;Totaal aantal CO2-emissies;Vlaams Energie- en Klimaatagentschap;2020;juni 2023;CO2-emissies, naar sector;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_11.xlsx;
130;Klimaat, milieu en natuur;Burgerbevraging;Aandeel van de inwoners dat vindt dat er windmolens op het grondgebied van de gemeente/stad moeten worden geplaatst.;persoon;procent;Iedereen die antwoordde met 'Ja' werd in de teller opgenomen.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Draagvlak windmolens;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_S_08.xlsx;Vind je dat er op het grondgebied van jouw gemeente/stad windmolens moeten worden geplaatst? Antwoordmogelijkheden: 'Ja', 'Neen'
131;Wonen en woonomgeving;Burgerbevraging;Aandeel van de inwoners dat woont in een woning die energiezuinig en energierecupererend is. Een woning is energiezuinig als 3 van de 4 volgende voorzieningen aanwezig zijn in de woning: isolatie dak, isolatie muren, dubbel glas en energiezuinige ketel. Een woning is energierecupererend als minstens één van de volgende voorzieningen aanwezig is: groendak, zonnepanelen, zonneboiler, warmtepomp, gebruik regenwater.;persoon;procent;"De tellers werden herschikt in 2 categorieën: (1) Energiezuinig: drie van de vier energiezuinige voorzieningen moeten aanwezig zijn (Energiezuinige verwarmingsketel, condensatie- of hoogrendementsketel; Dubbel of driedubbel glas (minstens de helft van de ramen); Isolatie van muren (spouwmuren); Isolatie van zolder/dak; (2) Energie-recupererend: één van de energierecupererende voorzieningen aanwezig zijn (Groendak (dak met beplanting); Regenwater en gebruik hiervan voor toilet/wasmachine; Warmtepomp; Zonnepanelen; Zonneboiler).";Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de categorie 'Weet niet' (voor energiezuinig moeten 3 van de 4 items beantwoord zijn.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Duurzaamheid van de woning;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_WO_S_22.xlsx;Heb je in je woning... Duid op elke rij één antwoord aan. Energiezuinige verwarmingsketel, condensatie- of hoogrendementsketel? Warmtepomp? Regenwater en gebruik hiervan voor toilet/wasmachine? Dubbel of driedubbel glas (minstens de helft van de ramen)? Isolatie van zolder/dak? Isolatie van muren (spouwmuren)? Groendak (dak met beplanting)? Zonnepanelen? Zonneboiler? Antwoordmogelijkheden: 'Ja', 'Neen', 'Weet niet'
132;Wonen en woonomgeving;Burgerbevraging;Aandeel van de inwoners dat woont in een woning met energiezuinige en energierecupererende elementen.;persoon;procent;Iedereen die antwoordde met 'Ja' werd in de teller opgenomen.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de categorie 'Weet niet'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Duurzaamheid van de woning (detail);https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_WO_S_05.xlsx;Heb je in je woning... Duid op elke rij één antwoord aan. Energiezuinige verwarmingsketel, condensatie- of hoogrendementsketel? Warmtepomp? Regenwater en gebruik hiervan voor toilet/wasmachine? Dubbel of driedubbel glas (minstens de helft van de ramen)? Isolatie van zolder/dak? Isolatie van muren (spouwmuren)? Groendak (dak met beplanting)? Zonnepanelen? Zonneboiler? Antwoordmogelijkheden: 'Ja', 'Neen', 'Weet niet'
133;Klimaat, milieu en natuur;Geregistreerde statistiek;Gemiddeld E-peil van afgewerkte nieuwbouwwoningen, berekend op basis van de EPB-aangiften volgens aanvraagjaar van de vergunning. Het gemiddeld E-peil voor de bestemming wonen wordt opgenomen. Het E-peil geeft de globale energetische prestatie weer en wordt uitgedrukt door de verhouding van het karakteristiek jaarlijks primair energieverbruik tot een referentiewaarde.;E-peil;;Jaarlijks gemodelleerd primair energieverbruik;Referentiewaarde E-peil;Vlaams Energie- en Klimaatagentschap;2018;onregelmatig;E-peil nieuwbouwwoningen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_14.xlsx;
134;Klimaat, milieu en natuur;Geregistreerde statistiek;Deze meting geeft een beeld van het energieverbruik op het grondgebied van de gemeente, met opdeling per sector (huishoudens, tertiaire sector, industrie, openbare verlichting, transport en landbouw).;MWh;procent;Energieverbruik per sector;Totaal energieverbruik;Vlaams Energie- en Klimaatagentschap;2020;juni 2023;Energieverbruik, naar sector;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_12.xlsx;
135;Klimaat, milieu en natuur;Geregistreerde statistiek;"Het percentage gebouwen met een kans op een overstroming.

Voor de bepaling van het huidig klimaat werd 1976-2005 als referentieperiode gebruikt. Voor de toetsing van de overstromingscontouren aan het gebouwenbestand wordt verwezen naar de bronstudie ‘Vlaamse Milieumaatschappij (2019), Opmaak van een kaart met pluviale overstromingsgebieden Vlaanderen.’ Gebouwen betreffen alle hoofdgebouwen in het Vlaamse Gewest (onder meer woningen, winkels, bedrijfspanden en scholen) die een risico lopen op overstroming. Bij een overstroming is de bron van het teveel aan water fluviaal, vanuit waterlopen die buiten hun oevers treden. In tegenstelling tot wateroverlast wat in nagenoeg alle gemeenten in het Vlaamse Gewest voor kan komen, is overstroming een meer lokaal gegeven bepaald door de ligging van waterlopen.

Wanneer alle huidig beschikbare klimaatmodelresultaten die relevant zijn voor Vlaanderen op een rij gezet worden, komt het hoog-impactscenario overeen met de bovengrens van het 95%-betrouwbaarheidsinterval: 95% van die resultaten geven een lagere inschatting van klimaatverandering en 5% een nog hogere. Het gehanteerde hoog-impactscenario komt overeen met het internationaal gehanteerde RCP8.5 broeikasgasscenario. Dit betreft een business-as-usual-scenario inzake wereldwijde uitstoot en concentraties aan broeikasgassen, waarbij het huidige uitstootpad blijft aangehouden en de mens er niet in slaagt de komende decennia de weg naar een mondiale, koolstofarme economie in te slaan.";gebouw;procent;Aantal gebouwen met kans op overstroming;Aantal gebouwen;Vlaamse Milieumaatschappij;2021;oktober 2026;Gebouwen met overstroming;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_03.xlsx;
136;Klimaat, milieu en natuur;Geregistreerde statistiek;"Aandeel van de totale oppervlakte van de stad/de gemeente die ingenomen wordt door woongroen, buurtgroen en wijkgroen en aandeel van de inwoners dat binnen een bepaalde afstand van woongroen (150 meter), buurtgroen (400 meter) en wijkgroen (800 meter ) woont.
Woongroen wordt gedefinieerd als elk type groen, ongeacht de grootte. Buurtgroen wordt gedefinieerd als groen met een minimumoppervlakte van 0,2 hectare en wijkgroen als groen met een minimumoppervlakte van 10 hectare.";hectare;procent;"Oppervlakte: oppervlakte in de stad/de gemeente ingenomen door woongroen, buurtgroen en wijkgroen;
Inwoners: aantal inwoners dat woont binnen aan bepaalde afstand van woongroen, buurtgroen en wijkgroen";"Oppervlakte: totale oppervlakte;
Inwoners: aantal inwoners";Vlaamse Instelling voor Technologisch Onderzoek;2019;maart 2025;Groen in de buurt;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_01.xlsx;
137;Klimaat, milieu en natuur;Geregistreerde statistiek;"Aandeel van de totale oppervlakte van de stad/de gemeente die ingenomen wordt door stadsdeelgroen, stadsgroen en stadsbos en aandeel van de inwoners dat binnen een bepaalde afstand van stadsdeelgroen (1600 meter), stadsgroen (3200 meter) en stadsbos (5000 meter) woont.
Stadsdeelgroen wordt gedefinieerd als groen met een minimumoppervlakte van minstens 30 hectare, stadsgroen als groen met een minimumoppervlakte van 60 hectare en stadsbos als groen met een minimumoppervlakte van 200 hectare.";hectare;procent;"Oppervlakte: oppervlakte in de stad/de gemeente ingenomen door stadsdeelgroen, stadsgroen en stadsbos;
Inwoners: aantal inwoners dat woont binnen aan bepaalde afstand van stadsdeelgroen, stadsgroen en stadsbos";"Oppervlakte: totale oppervlakte;
Inwoners: aantal inwoners";Vlaamse Instelling voor Technologisch Onderzoek;2019;maart 2025;Groen in de gemeente;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_02.xlsx;
138;Klimaat, milieu en natuur;Geregistreerde statistiek;"Het aantal personen van de bevolking tussen 0 en 4 jaar en boven 65 jaar per statistische sector dat wordt blootgesteld hittestress (60 hittegolfgraaddagen of meer).

Voor de bepaling van het huidig klimaat werd bij deze indicator 2000-2018 als referentieperiode gebruikt. Er is sprake van een hittegolf als een hitte-episode minstens 3 dagen aanhoudt, de temperatuur overdag boven 29,6 °C stijgt en ’s nachts blijft hangen boven 18,2 °C. Zware hittestress houdt de blootstelling in aan 60 of meer hittegolfgraaddagen. Het gaat om de som van de overschrijdingen van de dagelijkse maximumtemperatuur boven de drempel van 29,6 °C, samen met de som van de overschrijdingen van de dagelijkse minimumtemperatuur boven de drempel van 18,2 °C. Binnen het Vlaamse Gewest werd dit niveau tijdens de erg warme zomers van 2003 en 2006 enkel bereikt in de Antwerpse binnenstad. 2003 en 2006 waren jaren waarin belangrijke oversterfte werd opgetekend tijdens hittegolven in ons land.

Kwetsbare groepen: de leeftijdsgroepen van 0 tot 4 jaar en van 65 jaar en ouder.

Wanneer alle huidig beschikbare klimaatmodelresultaten die relevant zijn voor Vlaanderen op een rij gezet worden, komt het hoog-impactscenario overeen met de bovengrens van het 95%-betrouwbaarheidsinterval: 95% van de resultaten geven een lagere inschatting van klimaatverandering en 5% een nog hogere. Het gehanteerde hoog-impactscenario komt overeen met het internationaal gehanteerde RCP8.5 broeikasgasscenario. Dat betreft een business-as-usual-scenario inzake wereldwijde uitstoot en concentraties aan broeikasgassen, waarbij het huidige uitstootpad blijft aangehouden en de mens er niet in slaagt de komende decennia de weg naar een mondiale, koolstofarme economie in te slaan.";persoon;procent;Aantal kwetsbare personen blootgesteld aan hittestress;Aantal inwoners van 0 tot 4 jaar en van 65 jaar en ouder;Vlaamse Milieumaatschappij;2021;oktober 2026;Kwetsbare personen blootgesteld aan hittestress;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_04.xlsx;
139;Klimaat, milieu en natuur;Geregistreerde statistiek;Aantal publieke laadpunten voor elektrische voertuigen op 1 januari van het jaar.;laadpaal;per 10.000 inwoners;Aantal laadpunten;Aantal inwoners;Departement Omgeving;2022;oktober 2024;Laadpunten voor elektrische wagens;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_13.xlsx;
140;Klimaat, milieu en natuur;Burgerbevraging;Aandeel van de inwoners dat in hoge mate milieubewust handelt. Voor deze samengestelde indicator werd een gemiddelde score berekend op de 10 items op basis van de originele 7-punten schaal. (Zie 'Vraagstelling survey' bij de detail-indicator.) Wie 3 of lager scoorde werd ondergebracht bij laag milieubewust handelen, wie tussen de 3 en 4,5 scoorde bij middelmatig milieubewust handelen. Wie hoger scoorde dan 4,5 bij hoog milieubewust handelen.;persoon;procent;De tellers werden herschikt in 3 categorieën: 'Laag milieubewustzijn' (3 of minder), 'Middelmatig milieubewustzijn' (tussen 3 en 4,5), 'Hoog milieubewustzijn'. Indicator zijn diegenen met een 'Hoog milieubewustzijn' (meer dan 4,5).;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Milieubewust handelen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_S_11.xlsx;Hoe vaak heb je de voorbije 12 maanden ... de fiets genomen voor korte afstanden? je te voet verplaatst voor korte afstanden? biologische (BIO) producten gekocht? groenten of fruit gegeten, die lokaal gekweekt worden? vegetarisch gegeten? bij aankoop van groenten gelet op het seizoen? het weggooien van eten beperkt? de aankoop van plastic beperkt? kraantjeswater als drinkwater gebruikt? producten van eerlijke handel gekocht (faitrade)? Antwoordmogelijkheden: 'Nooit', 'Een uitzonderlijke keer', 'Maandelijks', 'Meermaals per maand', 'Wekelijks', 'Meermaals per week', 'Dagelijks'
141;Klimaat, milieu en natuur;Burgerbevraging;Aandeel van de inwoners dat minstens wekelijks bepaalde milieubewuste handelingen stelt.;persoon;procent;In de teller worden diegenen opgenomen die minstens 'Wekelijks' antwoordden.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Milieubewust handelen (detail);https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_S_10.xlsx;Hoe vaak heb je de voorbije 12 maanden ... de fiets genomen voor korte afstanden? je te voet verplaatst voor korte afstanden? biologische (BIO) producten gekocht? groenten of fruit gegeten, die lokaal gekweekt worden? vegetarisch gegeten? bij aankoop van groenten gelet op het seizoen? het weggooien van eten beperkt? de aankoop van plastic beperkt? kraantjeswater als drinkwater gebruikt? producten van eerlijke handel gekocht (faitrade)? Antwoordmogelijkheden: 'Nooit', 'Een uitzonderlijke keer', 'Maandelijks', 'Meermaals per maand', 'Wekelijks', 'Meermaals per week', 'Dagelijks'
142;Klimaat, milieu en natuur;Geregistreerde statistiek;Totale hoeveelheid restafval, uitgedrukt in kilogram per inwoner. Hierbij nemen we het aantal inwoners op 1 januari van het jaar x+1. Het restafval is het huishoudelijk afval exclusief het selectief ingezameld afval.;kilogram;per inwoner;Hoeveelheid ingezameld restafval;Aantal inwoners;Openbare Vlaamse Afvalstoffenmaatschappij;2021;maart 2024;Restafval;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_06.xlsx;
143;Ruimte;Geregistreerde statistiek;Het ruimtebeslag bestaat uit de ruimte ingenomen door onze nederzettingen, dus door huisvesting, industriële en commerciële doeleinden, transportinfrastructuur, recreatieve doeleinden, serres enz. Parken en tuinen maken hier ook deel van uit. Dit stemt overeen met de Europees gehanteerde definitie van ‘settlement area’. Naast bebouwing of verharding bevat het ruimtebeslag dus bijvoorbeeld ook tuinen bij woningen, buurtparken, voetbalvelden en dergelijke.;hectare;procent;Oppervlakte in gebruik door nederzettingen en menselijke activiteiten;Totale oppervlakte;Departement Omgeving;2019;april 2024;Ruimtebeslag;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_RU_04.xlsx;
144;Klimaat, milieu en natuur;Burgerbevraging;Aandeel van de inwoners dat tevreden is over de huisvuilvoorzieningen.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Zeer ontevreden/eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden/Zeer tevreden'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten in de categorie 'Weet niet/niet van toepassing'. Indien dit om een omvangrijke categorie gaat, wordt dit percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Tevredenheid over huisvuilvoorzieningen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_S_07.xlsx;Ben je tevreden over de voorzieningen in jouw gemeente/stad? Huisvuilvoorzieningen (recyclagepark / containerpark, huisvuilophaling, ...). Antwoordmogelijkheden: 'Zeer ontevreden', 'Eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden', 'Zeer tevreden', 'Weet niet/niet van toepassing'
145;Klimaat, milieu en natuur;Burgerbevraging;Aandeel van de inwoners dat tevreden is over het groen (natuur en groenvoorzieningen) in de gemeente/stad.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Zeer ontevreden/eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden/Zeer tevreden'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten in de categorie 'Weet niet/niet van toepassing'. Indien dit om een omvangrijke categorie gaat, wordt dit percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Tevredenheid over natuur en groenvoorzieningen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_S_02.xlsx;Ben je tevreden over de voorzieningen in jouw gemeente/stad? Natuur- en groenvoorzieningen (parken, bossen, weilanden, bomen, ...). Antwoordmogelijkheden: 'Zeer ontevreden', 'Eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden', 'Zeer tevreden', 'Weet niet/niet van toepassing'
146;Klimaat, milieu en natuur;Burgerbevraging;Aandeel van de inwoners dat tevreden is over de ondersteuning van de gemeente/stad op het vlak van hernieuwbare energie (score hoger dan 7 op 10).;persoon;procent;Iedereen die minimaal 7 heeft geantwoord, werd in de teller opgenomen.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Tevredenheid over ondersteuning hernieuwbare energie;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_S_09.xlsx;Hoe waardeer je de ondersteuning van jouw gemeente in hernieuwbare energie / klimaatvriendelijke investeringen (bijv. ondersteuning renovatie woning, groepsaankopen, groene stroom, ...)? Antwoordmogelijkheden: 0 - 10.
